class,filename,ymax,xmax,ymin,xmin,width,height
Tibetan_terrier,n02097474_2507.jpg,317,412,8,73,480,321
Airedale,n02096051_6151.jpg,365,386,2,210,500,375
Great_Pyrenees,n02111500_8884.jpg,301,415,134,268,500,375
Giant_schnauzer,n02097130_1699.jpg,278,417,63,30,500,375
Lhasa,n02098413_11519.jpg,332,354,24,50,500,333
Norwich_terrier,n02094258_1278.jpg,406,382,0,16,384,408
Basset,n02088238_6708.jpg,318,350,24,16,500,376
Leonberg,n02111129_2153.jpg,298,322,24,0,400,300
Norwegian_elkhound,n02091467_6962.jpg,293,488,59,54,500,375
Miniature_pinscher,n02107312_3864.jpg,374,450,17,202,500,375
Rottweiler,n02106550_12828.jpg,413,219,58,32,500,459
Chow,n02112137_14448.jpg,374,431,0,140,500,375
Cardigan,n02113186_13272.jpg,347,406,59,81,500,375
Shih-Tzu,n02086240_5696.jpg,478,287,107,0,319,480
Rhodesian_ridgeback,n02087394_6993.jpg,195,399,7,0,400,207
Norwich_terrier,n02094258_166.jpg,338,348,19,108,500,375
Labrador_retriever,n02099712_2120.jpg,299,370,84,213,500,331
Eskimo_dog,n02109961_5757.jpg,498,296,41,0,333,500
Irish_terrier,n02093991_3516.jpg,232,213,28,103,500,375
Mexican_hairless,n02113978_839.jpg,374,481,1,120,500,375
Brabancon_griffon,n02112706_1586.jpg,193,220,10,39,270,200
Italian_greyhound,n02091032_10435.jpg,328,316,52,58,500,333
Giant_schnauzer,n02097130_6120.jpg,372,499,3,113,500,375
English_foxhound,n02089973_4084.jpg,276,261,28,0,269,281
Boston_bull,n02096585_169.jpg,407,335,135,0,370,500
Basset,n02088238_6035.jpg,320,499,0,0,500,327
English_springer,n02102040_1289.jpg,409,394,51,0,500,411
Bouvier_des_Flandres,n02106382_2533.jpg,168,121,16,19,140,175
Saint_Bernard,n02109525_1717.jpg,373,471,33,0,500,374
Irish_wolfhound,n02090721_2305.jpg,359,344,190,137,500,375
Bouvier_des_Flandres,n02106382_3202.jpg,229,220,78,60,311,287
German_short-haired_pointer,n02100236_1443.jpg,478,305,74,0,320,480
Pekinese,n02086079_1451.jpg,374,367,110,169,500,375
Samoyed,n02111889_16283.jpg,495,294,12,20,333,500
Dandie_Dinmont,n02096437_1070.jpg,207,190,62,77,312,208
Groenendael,n02105056_5145.jpg,501,356,316,238,758,503
Lhasa,n02098413_7286.jpg,374,499,2,7,500,375
Otterhound,n02091635_3409.jpg,301,373,1,11,374,306
Bernese_mountain_dog,n02107683_3902.jpg,432,273,226,37,390,500
Affenpinscher,n02110627_11835.jpg,179,149,39,37,240,180
Lhasa,n02098413_3033.jpg,315,487,32,33,500,375
Labrador_retriever,n02099712_7179.jpg,460,206,133,35,333,500
Sealyham_terrier,n02095889_6458.jpg,150,86,42,0,500,375
Italian_greyhound,n02091032_7200.jpg,498,373,137,108,375,500
Soft-coated_wheaten_terrier,n02098105_1190.jpg,190,318,18,213,500,333
Bluetick,n02088632_2239.jpg,372,391,11,4,400,374
West_Highland_white_terrier,n02098286_2699.jpg,364,265,16,2,281,390
Gordon_setter,n02101006_3103.jpg,374,329,107,147,500,375
Irish_wolfhound,n02090721_649.jpg,279,295,72,0,500,333
Wire-haired_fox_terrier,n02095314_1704.jpg,493,309,22,8,317,500
Borzoi,n02090622_6166.jpg,292,422,133,59,500,388
Kerry_blue_terrier,n02093859_1571.jpg,179,228,6,6,230,184
Redbone,n02090379_1348.jpg,234,321,0,29,500,375
Samoyed,n02111889_7002.jpg,320,292,147,139,500,375
Cocker_spaniel,n02102318_1458.jpg,438,319,10,11,352,460
Japanese_spaniel,n02085782_1890.jpg,171,157,14,18,180,180
Irish_wolfhound,n02090721_2299.jpg,473,325,37,5,332,500
Weimaraner,n02092339_6869.jpg,333,499,27,179,500,334
Shih-Tzu,n02086240_936.jpg,332,396,8,20,500,333
Bloodhound,n02088466_10335.jpg,260,287,47,119,400,300
Maltese_dog,n02085936_7394.jpg,348,389,96,129,500,375
Shetland_sheepdog,n02105855_8378.jpg,261,324,1,160,500,375
Toy_poodle,n02113624_333.jpg,374,387,23,19,500,375
Leonberg,n02111129_3576.jpg,131,64,96,19,400,299
Walker_hound,n02089867_90.jpg,275,323,19,32,338,296
Mexican_hairless,n02113978_3349.jpg,337,291,28,7,326,350
Lakeland_terrier,n02095570_2936.jpg,264,259,101,73,500,375
Wire-haired_fox_terrier,n02095314_2162.jpg,288,186,0,6,190,290
Brittany_spaniel,n02101388_10348.jpg,498,498,70,72,500,500
French_bulldog,n02108915_8923.jpg,346,364,0,0,500,375
Bull_mastiff,n02108422_4976.jpg,495,301,42,0,375,500
Miniature_pinscher,n02107312_5599.jpg,355,372,74,110,500,400
Newfoundland,n02111277_5094.jpg,250,349,120,146,500,375
Malamute,n02110063_14425.jpg,285,417,51,41,500,332
Rhodesian_ridgeback,n02087394_7544.jpg,286,242,144,105,500,333
Miniature_poodle,n02113712_9159.jpg,476,323,20,8,399,500
Standard_poodle,n02113799_639.jpg,360,461,110,269,500,375
Labrador_retriever,n02099712_3613.jpg,304,444,45,0,500,333
Rhodesian_ridgeback,n02087394_11442.jpg,230,383,54,75,400,300
English_setter,n02100735_7679.jpg,332,399,48,57,500,333
Keeshond,n02112350_7038.jpg,332,391,34,140,500,333
Soft-coated_wheaten_terrier,n02098105_1152.jpg,460,316,102,46,412,500
Boston_bull,n02096585_1692.jpg,480,337,27,0,375,500
Labrador_retriever,n02099712_1150.jpg,325,399,105,275,500,375
Pomeranian,n02112018_1611.jpg,172,352,0,223,500,375
Pembroke,n02113023_3471.jpg,297,340,80,179,500,375
Japanese_spaniel,n02085782_3899.jpg,193,199,29,0,200,200
Bedlington_terrier,n02093647_930.jpg,372,484,11,22,500,379
Lakeland_terrier,n02095570_1816.jpg,356,304,122,167,500,375
Kelpie,n02105412_4873.jpg,498,331,133,122,333,500
American_Staffordshire_terrier,n02093428_1070.jpg,331,445,37,130,500,332
Welsh_springer_spaniel,n02102177_3947.jpg,498,309,6,71,363,500
Rottweiler,n02106550_6286.jpg,492,445,62,46,495,500
Vizsla,n02100583_12394.jpg,332,403,165,210,500,333
Papillon,n02086910_6087.jpg,697,873,397,449,1152,864
Cairn,n02096177_5117.jpg,291,433,0,0,435,305
Flat-coated_retriever,n02099267_3431.jpg,279,330,165,229,500,334
Shetland_sheepdog,n02105855_9689.jpg,497,366,92,52,375,500
Bouvier_des_Flandres,n02106382_2763.jpg,374,410,63,128,500,375
German_shepherd,n02106662_19720.jpg,490,298,17,55,338,504
EntleBucher,n02108000_3207.jpg,253,327,17,7,333,260
Whippet,n02091134_5047.jpg,295,397,89,151,500,333
Ibizan_hound,n02091244_3800.jpg,372,354,0,1,500,375
Shih-Tzu,n02086240_756.jpg,374,343,53,27,500,375
Standard_schnauzer,n02097209_863.jpg,435,430,10,71,500,446
Saint_Bernard,n02109525_243.jpg,295,327,0,167,500,375
Great_Dane,n02109047_31049.jpg,450,543,44,47,604,453
Otterhound,n02091635_523.jpg,293,217,53,66,248,378
Standard_poodle,n02113799_4740.jpg,333,389,9,56,500,334
Great_Pyrenees,n02111500_2905.jpg,241,378,30,22,500,333
Saluki,n02091831_2911.jpg,333,258,117,0,500,334
Italian_greyhound,n02091032_1684.jpg,498,279,50,40,333,500
Miniature_schnauzer,n02097047_1921.jpg,374,351,40,81,500,375
Rhodesian_ridgeback,n02087394_10418.jpg,261,355,114,27,500,333
Golden_retriever,n02099601_7706.jpg,118,352,5,131,500,333
Eskimo_dog,n02109961_4619.jpg,166,224,4,9,235,188
Siberian_husky,n02110185_4694.jpg,279,169,166,121,240,360
Boxer,n02108089_1626.jpg,496,371,0,47,375,500
Dandie_Dinmont,n02096437_2019.jpg,245,157,19,20,180,256
Brabancon_griffon,n02112706_2191.jpg,475,291,106,115,333,500
Yorkshire_terrier,n02094433_5356.jpg,369,398,1,104,500,375
Old_English_sheepdog,n02105641_3499.jpg,498,333,62,0,335,500
Brittany_spaniel,n02101388_5274.jpg,284,485,42,0,500,333
Groenendael,n02105056_3091.jpg,269,210,11,26,226,290
Basset,n02088238_9787.jpg,1528,2036,38,318,2048,1536
Irish_wolfhound,n02090721_4349.jpg,332,313,18,0,500,333
Silky_terrier,n02097658_8619.jpg,327,333,50,33,500,375
Sealyham_terrier,n02095889_298.jpg,183,133,14,6,150,192
Miniature_poodle,n02113712_3117.jpg,423,437,27,1,439,425
Dandie_Dinmont,n02096437_4276.jpg,415,313,0,51,359,500
Border_terrier,n02093754_4110.jpg,327,347,102,142,500,375
Welsh_springer_spaniel,n02102177_528.jpg,345,372,160,106,500,375
Cairn,n02096177_12882.jpg,298,499,42,60,500,375
Blenheim_spaniel,n02086646_1757.jpg,309,311,83,0,313,341
EntleBucher,n02108000_2125.jpg,271,452,82,49,500,334
Briard,n02105251_7750.jpg,466,252,111,0,324,500
Ibizan_hound,n02091244_4986.jpg,440,420,2,206,567,456
Walker_hound,n02089867_2295.jpg,165,170,21,63,200,200
Tibetan_terrier,n02097474_3461.jpg,456,490,2,0,500,458
Australian_terrier,n02096294_1805.jpg,232,278,11,17,288,233
Kelpie,n02105412_7785.jpg,223,194,37,109,200,244
Pekinese,n02086079_15979.jpg,383,398,86,81,487,500
Gordon_setter,n02101006_4757.jpg,334,447,0,107,500,398
Bull_mastiff,n02108422_158.jpg,498,331,52,0,333,500
Schipperke,n02104365_8706.jpg,498,353,0,0,355,500
Malamute,n02110063_9360.jpg,228,353,54,211,500,375
Ibizan_hound,n02091244_177.jpg,308,279,0,171,500,375
Bloodhound,n02088466_11936.jpg,339,344,8,0,500,375
Irish_water_spaniel,n02102973_479.jpg,463,325,20,2,331,500
Standard_schnauzer,n02097209_3911.jpg,482,231,137,60,375,500
Yorkshire_terrier,n02094433_7394.jpg,180,151,3,23,154,200
Malamute,n02110063_17485.jpg,377,331,171,40,333,500
Samoyed,n02111889_4588.jpg,338,402,201,283,500,375
Schipperke,n02104365_9309.jpg,498,317,13,0,336,500
West_Highland_white_terrier,n02098286_5357.jpg,432,311,48,81,430,500
Tibetan_terrier,n02097474_85.jpg,361,380,8,92,500,375
Boxer,n02108089_10774.jpg,498,327,82,3,410,500
Old_English_sheepdog,n02105641_10051.jpg,307,336,1,89,500,375
Pekinese,n02086079_3493.jpg,349,299,12,23,312,350
Norwich_terrier,n02094258_404.jpg,189,161,35,91,320,213
Saluki,n02091831_735.jpg,459,134,251,70,480,486
Italian_greyhound,n02091032_1358.jpg,365,469,58,198,500,375
Rottweiler,n02106550_12438.jpg,331,350,44,51,351,360
Border_collie,n02106166_7543.jpg,478,317,32,25,319,480
Afghan_hound,n02088094_5326.jpg,358,445,164,161,500,400
Dingo,n02115641_8798.jpg,304,499,125,174,500,330
Otterhound,n02091635_658.jpg,424,297,97,29,320,426
Staffordshire_bullterrier,n02093256_1371.jpg,360,386,30,74,500,383
English_springer,n02102040_841.jpg,375,259,131,126,500,377
Chihuahua,n02085620_712.jpg,325,349,61,98,500,375
Staffordshire_bullterrier,n02093256_5791.jpg,288,402,29,25,500,329
Miniature_pinscher,n02107312_3449.jpg,272,330,52,78,500,332
Samoyed,n02111889_4147.jpg,169,122,10,1,250,170
Saint_Bernard,n02109525_13906.jpg,498,327,223,42,359,500
Black-and-tan_coonhound,n02089078_4098.jpg,374,373,20,93,500,375
Appenzeller,n02107908_2154.jpg,426,331,108,57,333,500
Appenzeller,n02107908_2809.jpg,332,433,17,35,500,333
Borzoi,n02090622_7142.jpg,418,467,36,58,538,450
Flat-coated_retriever,n02099267_2268.jpg,498,337,0,1,339,500
English_springer,n02102040_4821.jpg,369,436,61,31,500,411
English_foxhound,n02089973_3089.jpg,143,103,3,12,109,150
Tibetan_terrier,n02097474_86.jpg,286,252,75,67,500,375
Clumber,n02101556_4106.jpg,257,366,0,135,500,335
Bull_mastiff,n02108422_2053.jpg,374,499,50,241,500,375
Shetland_sheepdog,n02105855_19616.jpg,330,471,1,1,500,333
Golden_retriever,n02099601_3202.jpg,359,211,96,56,255,360
Malamute,n02110063_11887.jpg,374,431,44,77,500,375
Standard_schnauzer,n02097209_283.jpg,198,298,29,104,300,200
Schipperke,n02104365_6755.jpg,441,373,115,80,375,500
Golden_retriever,n02099601_7227.jpg,428,538,78,41,600,450
Dingo,n02115641_13450.jpg,498,453,40,21,465,500
Leonberg,n02111129_1197.jpg,197,450,88,255,500,333
Kerry_blue_terrier,n02093859_2828.jpg,270,287,15,5,300,284
Brittany_spaniel,n02101388_4358.jpg,113,159,14,19,200,150
Weimaraner,n02092339_2103.jpg,306,412,41,94,500,347
Brittany_spaniel,n02101388_10509.jpg,331,446,1,0,500,332
German_short-haired_pointer,n02100236_3025.jpg,378,145,264,0,416,412
Malinois,n02105162_6625.jpg,299,446,82,81,500,375
Redbone,n02090379_3996.jpg,295,259,65,96,500,363
Japanese_spaniel,n02085782_3121.jpg,302,279,12,13,290,321
Boston_bull,n02096585_1525.jpg,399,476,7,27,500,401
Japanese_spaniel,n02085782_572.jpg,750,528,232,166,600,800
Golden_retriever,n02099601_1442.jpg,428,357,11,46,400,449
Chihuahua,n02085620_14252.jpg,248,346,110,166,448,336
Rottweiler,n02106550_3610.jpg,462,373,103,41,375,500
Papillon,n02086910_3020.jpg,498,324,6,0,332,500
Black-and-tan_coonhound,n02089078_4186.jpg,210,358,0,16,360,211
Maltese_dog,n02085936_17631.jpg,337,414,30,141,500,375
Gordon_setter,n02101006_4491.jpg,249,237,29,0,238,250
Schipperke,n02104365_9994.jpg,371,356,30,151,500,375
Border_terrier,n02093754_4669.jpg,178,166,8,29,167,180
Pekinese,n02086079_2358.jpg,281,401,121,205,500,335
Irish_water_spaniel,n02102973_2535.jpg,478,462,92,94,640,480
Walker_hound,n02089867_600.jpg,1536,1949,514,119,2288,1712
Papillon,n02086910_9408.jpg,327,471,60,100,500,357
Wire-haired_fox_terrier,n02095314_1717.jpg,178,178,20,55,247,181
Boston_bull,n02096585_1172.jpg,210,262,70,191,500,333
Papillon,n02086910_7019.jpg,299,266,0,34,300,300
Lhasa,n02098413_333.jpg,309,418,42,130,500,333
Doberman,n02107142_3621.jpg,272,279,65,70,350,300
Saluki,n02091831_5654.jpg,332,324,102,127,500,334
Irish_setter,n02100877_185.jpg,185,202,109,125,300,225
Norwegian_elkhound,n02091467_815.jpg,269,287,27,67,360,281
Maltese_dog,n02085936_6514.jpg,332,428,62,80,500,333
African_hunting_dog,n02116738_1398.jpg,300,404,72,111,500,333
Siberian_husky,n02110185_9833.jpg,157,312,102,268,500,333
Boston_bull,n02096585_1761.jpg,473,322,33,1,333,500
Papillon,n02086910_336.jpg,498,245,138,17,375,500
Beagle,n02088364_9849.jpg,329,328,12,6,360,330
Pekinese,n02086079_18764.jpg,330,499,8,84,500,333
Blenheim_spaniel,n02086646_2772.jpg,243,319,36,171,320,247
Cardigan,n02113186_11947.jpg,266,365,40,2,400,267
Borzoi,n02090622_7292.jpg,344,361,148,274,500,375
West_Highland_white_terrier,n02098286_6158.jpg,392,417,57,56,475,500
Chow,n02112137_2757.jpg,459,459,27,50,500,461
Tibetan_terrier,n02097474_3991.jpg,374,499,0,59,500,375
American_Staffordshire_terrier,n02093428_8135.jpg,450,310,146,57,333,500
Keeshond,n02112350_8875.jpg,358,301,63,84,500,375
Appenzeller,n02107908_7267.jpg,374,426,1,0,500,375
Groenendael,n02105056_6387.jpg,374,370,0,2,500,375
West_Highland_white_terrier,n02098286_1160.jpg,342,404,36,161,500,375
Norfolk_terrier,n02094114_699.jpg,374,366,27,94,500,375
Affenpinscher,n02110627_641.jpg,363,411,10,66,500,375
Norwich_terrier,n02094258_52.jpg,332,451,10,69,500,333
Chow,n02112137_3484.jpg,366,446,0,115,500,375
Cocker_spaniel,n02102318_11605.jpg,498,306,57,73,375,500
EntleBucher,n02108000_1625.jpg,458,272,32,47,316,500
Border_collie,n02106166_459.jpg,231,241,6,8,500,375
Cairn,n02096177_718.jpg,326,354,72,114,500,375
Norfolk_terrier,n02094114_745.jpg,336,246,40,14,296,360
Scotch_terrier,n02097298_92.jpg,418,288,45,53,375,500
Great_Pyrenees,n02111500_297.jpg,374,326,206,97,500,375
Samoyed,n02111889_6631.jpg,353,499,0,109,500,375
Leonberg,n02111129_1178.jpg,299,429,53,77,500,333
Miniature_poodle,n02113712_3261.jpg,372,330,27,11,500,375
Rhodesian_ridgeback,n02087394_10588.jpg,332,345,87,110,500,333
Golden_retriever,n02099601_2076.jpg,234,121,87,38,160,240
Pomeranian,n02112018_4583.jpg,332,263,51,23,500,333
Cardigan,n02113186_8414.jpg,432,300,37,39,311,449
Maltese_dog,n02085936_4192.jpg,311,386,2,179,500,375
Dingo,n02115641_9455.jpg,298,325,97,155,500,375
Pomeranian,n02112018_5812.jpg,293,347,43,15,500,375
Maltese_dog,n02085936_6656.jpg,498,404,17,1,406,500
Great_Pyrenees,n02111500_2747.jpg,375,336,100,31,375,500
Australian_terrier,n02096294_4205.jpg,498,428,1,0,500,500
Norfolk_terrier,n02094114_3890.jpg,188,130,11,8,150,197
Soft-coated_wheaten_terrier,n02098105_2297.jpg,374,499,0,93,500,375
Appenzeller,n02107908_5378.jpg,314,384,49,51,500,334
West_Highland_white_terrier,n02098286_2444.jpg,217,207,86,47,335,250
Siberian_husky,n02110185_4115.jpg,448,240,143,31,333,500
Toy_poodle,n02113624_1293.jpg,512,410,77,117,420,560
Bernese_mountain_dog,n02107683_3958.jpg,324,396,72,52,500,375
Black-and-tan_coonhound,n02089078_3532.jpg,179,123,22,0,240,180
Walker_hound,n02089867_1438.jpg,430,287,38,107,289,432
Bull_mastiff,n02108422_612.jpg,1225,841,134,51,960,1280
Gordon_setter,n02101006_714.jpg,243,232,18,22,250,250
Kerry_blue_terrier,n02093859_555.jpg,334,327,97,38,340,414
Greater_Swiss_Mountain_dog,n02107574_1026.jpg,279,173,75,0,200,280
Chow,n02112137_161.jpg,346,364,70,162,500,375
Cocker_spaniel,n02102318_10645.jpg,350,499,1,8,500,375
Afghan_hound,n02088094_1410.jpg,447,295,103,73,334,500
Blenheim_spaniel,n02086646_618.jpg,433,374,58,85,477,494
Gordon_setter,n02101006_6949.jpg,498,333,30,0,335,500
Kerry_blue_terrier,n02093859_3267.jpg,257,282,7,22,301,264
Miniature_schnauzer,n02097047_752.jpg,374,499,0,183,500,375
Curly-coated_retriever,n02099429_1122.jpg,478,638,13,45,640,480
Collie,n02106030_366.jpg,190,237,3,9,250,200
Pomeranian,n02112018_3097.jpg,374,439,0,29,500,375
Pug,n02110958_12611.jpg,374,499,83,157,500,375
Redbone,n02090379_5200.jpg,497,246,86,57,333,500
Brabancon_griffon,n02112706_449.jpg,265,166,56,55,240,320
Bouvier_des_Flandres,n02106382_1623.jpg,262,153,14,45,205,264
Brabancon_griffon,n02112706_1882.jpg,374,325,31,113,500,375
Yorkshire_terrier,n02094433_1770.jpg,273,245,23,65,370,500
Vizsla,n02100583_12784.jpg,298,404,93,87,500,333
Irish_wolfhound,n02090721_728.jpg,466,235,56,75,421,500
Leonberg,n02111129_2047.jpg,637,798,22,47,800,678
Pug,n02110958_4036.jpg,333,472,0,0,500,336
Boxer,n02108089_522.jpg,282,291,117,189,500,333
Border_collie,n02106166_2595.jpg,331,429,90,1,500,333
Samoyed,n02111889_3221.jpg,371,466,24,18,500,375
EntleBucher,n02108000_2027.jpg,375,429,81,96,512,384
Norwegian_elkhound,n02091467_3556.jpg,293,483,32,50,500,375
Basenji,n02110806_3331.jpg,266,499,62,137,500,375
Brabancon_griffon,n02112706_1731.jpg,495,244,133,58,333,500
Japanese_spaniel,n02085782_2045.jpg,285,377,7,4,378,303
Greater_Swiss_Mountain_dog,n02107574_1055.jpg,457,282,102,53,333,500
Pug,n02110958_6792.jpg,441,186,317,63,334,500
Lakeland_terrier,n02095570_201.jpg,374,471,12,122,500,375
Sussex_spaniel,n02102480_7417.jpg,779,791,29,1,934,783
Bloodhound,n02088466_2332.jpg,374,284,6,52,500,375
Chow,n02112137_8862.jpg,498,311,47,1,375,500
Lakeland_terrier,n02095570_1208.jpg,262,390,41,17,400,293
Great_Pyrenees,n02111500_499.jpg,302,499,34,129,500,337
American_Staffordshire_terrier,n02093428_12462.jpg,416,330,46,26,333,500
Appenzeller,n02107908_7259.jpg,267,315,103,188,500,334
Border_terrier,n02093754_1861.jpg,426,286,92,81,333,500
English_foxhound,n02089973_3120.jpg,248,197,25,0,200,280
Golden_retriever,n02099601_1010.jpg,591,669,58,26,683,599
Boston_bull,n02096585_6940.jpg,353,235,0,1,236,354
Lhasa,n02098413_16009.jpg,350,331,1,3,350,364
Rottweiler,n02106550_11203.jpg,417,331,66,73,333,500
Irish_terrier,n02093991_2502.jpg,323,443,19,81,500,333
West_Highland_white_terrier,n02098286_1009.jpg,314,338,118,203,500,375
Bluetick,n02088632_369.jpg,334,499,92,118,500,335
Japanese_spaniel,n02085782_4351.jpg,262,323,49,66,335,300
English_springer,n02102040_2986.jpg,307,378,0,30,500,375
Black-and-tan_coonhound,n02089078_2108.jpg,267,334,0,0,360,270
Leonberg,n02111129_2520.jpg,238,499,98,285,500,333
Tibetan_mastiff,n02108551_978.jpg,398,373,112,80,375,500
Lakeland_terrier,n02095570_3457.jpg,263,292,3,1,300,264
Briard,n02105251_853.jpg,307,242,35,59,368,342
Lhasa,n02098413_11467.jpg,282,278,51,7,390,390
Bedlington_terrier,n02093647_172.jpg,306,365,50,191,500,375
Blenheim_spaniel,n02086646_23.jpg,149,147,6,5,150,150
Otterhound,n02091635_1580.jpg,315,366,15,11,375,322
Gordon_setter,n02101006_627.jpg,359,499,105,174,500,374
Affenpinscher,n02110627_2997.jpg,332,483,4,56,500,333
Maltese_dog,n02085936_10307.jpg,248,329,28,173,500,375
Brittany_spaniel,n02101388_9859.jpg,326,373,39,60,500,333
Great_Pyrenees,n02111500_8915.jpg,373,441,88,130,500,375
Silky_terrier,n02097658_4201.jpg,353,383,31,89,500,375
Lhasa,n02098413_2954.jpg,315,382,110,129,500,375
French_bulldog,n02108915_1866.jpg,276,442,67,41,500,375
Sussex_spaniel,n02102480_7313.jpg,321,368,34,27,500,348
Blenheim_spaniel,n02086646_2426.jpg,331,433,22,0,500,332
Irish_water_spaniel,n02102973_411.jpg,332,369,56,53,500,333
Boston_bull,n02096585_5599.jpg,322,377,89,145,500,333
English_springer,n02102040_825.jpg,441,428,16,53,500,446
Airedale,n02096051_9388.jpg,411,326,43,151,473,500
Great_Pyrenees,n02111500_5104.jpg,288,120,127,0,375,500
Greater_Swiss_Mountain_dog,n02107574_549.jpg,338,237,55,121,350,347
Shih-Tzu,n02086240_646.jpg,370,359,7,86,500,375
Rhodesian_ridgeback,n02087394_1743.jpg,197,377,47,0,500,333
Maltese_dog,n02085936_9270.jpg,213,173,8,18,199,217
Basset,n02088238_11148.jpg,265,409,68,110,500,333
Norwich_terrier,n02094258_3165.jpg,110,138,34,32,240,160
Japanese_spaniel,n02085782_38.jpg,199,161,6,1,186,207
Samoyed,n02111889_6356.jpg,453,348,23,30,375,500
Bernese_mountain_dog,n02107683_4688.jpg,332,425,7,0,500,333
Saint_Bernard,n02109525_13356.jpg,375,464,11,23,500,376
Sussex_spaniel,n02102480_8187.jpg,316,539,34,26,700,385
Irish_water_spaniel,n02102973_2850.jpg,169,149,1,6,160,170
Yorkshire_terrier,n02094433_1030.jpg,373,479,1,2,500,375
Saluki,n02091831_6451.jpg,258,496,81,85,500,333
Eskimo_dog,n02109961_2932.jpg,498,417,0,2,420,500
Briard,n02105251_7171.jpg,354,450,88,77,500,375
Dingo,n02115641_4851.jpg,303,348,87,143,500,375
Basenji,n02110806_6282.jpg,331,499,65,223,500,332
Dingo,n02115641_6716.jpg,238,337,107,195,500,375
Labrador_retriever,n02099712_357.jpg,319,373,138,202,500,375
Kerry_blue_terrier,n02093859_992.jpg,695,376,21,41,389,715
Chow,n02112137_2475.jpg,271,351,60,138,500,375
Appenzeller,n02107908_94.jpg,295,257,1,69,500,329
Australian_terrier,n02096294_5449.jpg,498,343,106,136,451,500
Scottish_deerhound,n02092002_6534.jpg,374,499,120,231,500,375
Airedale,n02096051_7772.jpg,475,357,48,21,366,500
Basset,n02088238_6988.jpg,214,327,84,209,500,375
Black-and-tan_coonhound,n02089078_353.jpg,387,210,14,26,245,417
German_shepherd,n02106662_27393.jpg,297,387,6,5,400,311
Chow,n02112137_6282.jpg,374,478,12,182,500,375
Boxer,n02108089_931.jpg,374,453,0,63,500,375
Rhodesian_ridgeback,n02087394_7449.jpg,374,315,145,185,500,375
Lhasa,n02098413_5201.jpg,367,460,5,37,500,375
African_hunting_dog,n02116738_291.jpg,332,499,55,181,500,333
Papillon,n02086910_10147.jpg,317,473,66,20,500,357
Dingo,n02115641_1574.jpg,486,267,11,0,333,500
Chesapeake_Bay_retriever,n02099849_2965.jpg,280,419,16,37,500,375
Doberman,n02107142_971.jpg,293,496,27,103,500,333
Borzoi,n02090622_9814.jpg,321,358,43,93,400,333
Weimaraner,n02092339_392.jpg,247,301,28,29,306,250
West_Highland_white_terrier,n02098286_4158.jpg,374,427,6,150,500,375
Schipperke,n02104365_6551.jpg,329,320,30,111,500,333
Newfoundland,n02111277_3896.jpg,358,464,117,230,500,375
Australian_terrier,n02096294_1629.jpg,272,310,26,95,361,278
Curly-coated_retriever,n02099429_1701.jpg,334,385,24,61,500,375
Standard_poodle,n02113799_4491.jpg,370,284,4,2,500,410
Pekinese,n02086079_15220.jpg,374,459,6,182,500,375
French_bulldog,n02108915_9666.jpg,332,446,12,119,500,333
Cairn,n02096177_4611.jpg,498,373,0,15,375,500
Airedale,n02096051_5018.jpg,446,338,121,56,375,500
Welsh_springer_spaniel,n02102177_3928.jpg,306,219,139,0,500,334
Ibizan_hound,n02091244_289.jpg,246,261,35,82,400,272
Basenji,n02110806_3171.jpg,445,361,67,0,375,500
Keeshond,n02112350_9643.jpg,278,411,51,115,500,333
Vizsla,n02100583_13798.jpg,315,317,19,187,500,333
Standard_poodle,n02113799_983.jpg,332,373,68,47,500,333
Rottweiler,n02106550_6910.jpg,426,249,92,85,333,500
Cocker_spaniel,n02102318_2997.jpg,304,499,41,12,500,326
Maltese_dog,n02085936_2203.jpg,398,287,46,32,378,500
Sealyham_terrier,n02095889_353.jpg,152,235,2,12,250,158
Borzoi,n02090622_693.jpg,331,369,26,116,500,333
Afghan_hound,n02088094_3793.jpg,384,480,9,18,500,396
Toy_terrier,n02087046_7400.jpg,246,337,69,147,500,333
Eskimo_dog,n02109961_131.jpg,331,227,21,63,500,333
Siberian_husky,n02110185_9846.jpg,242,261,81,176,500,375
Pembroke,n02113023_1571.jpg,455,331,56,8,333,500
German_short-haired_pointer,n02100236_521.jpg,374,362,55,0,500,375
Norwich_terrier,n02094258_1641.jpg,265,341,63,155,500,346
Basenji,n02110806_402.jpg,473,407,62,16,460,500
German_short-haired_pointer,n02100236_4508.jpg,169,193,20,0,200,170
Bedlington_terrier,n02093647_2531.jpg,451,292,58,108,375,500
Staffordshire_bullterrier,n02093256_4245.jpg,349,210,25,15,211,350
Labrador_retriever,n02099712_7664.jpg,325,311,163,133,375,500
Weimaraner,n02092339_3222.jpg,305,289,66,200,500,375
Standard_schnauzer,n02097209_1560.jpg,272,215,82,26,254,300
Norwich_terrier,n02094258_2380.jpg,572,689,40,68,800,640
Siberian_husky,n02110185_519.jpg,373,494,3,199,500,375
Lhasa,n02098413_2490.jpg,421,330,52,37,332,500
Flat-coated_retriever,n02099267_2121.jpg,331,470,12,42,500,333
Giant_schnauzer,n02097130_5117.jpg,319,437,36,98,500,355
Cairn,n02096177_7877.jpg,333,499,2,97,500,334
Eskimo_dog,n02109961_16095.jpg,331,299,82,0,500,332
Irish_wolfhound,n02090721_1105.jpg,498,351,65,46,353,500
